colision_fecha,colision_calle,colision_cruce,colision_long,colision_lat,colision_tipoincidente,colision_tipoaccidentediverso,indiv_estadoalcoholico,indiv_estatus,indiv_Deceso
2014-07-21T16:49:00Z,AV. PINO SUAREZ  ,TAPIA,-100.318618,25.680152,LATERAL,LATERAL,0,0,0
2014-07-21T17:12:00Z,AV. AZTLAN  ,DECRETO PRESIDENCIAL,-100.391808,25.754913,LATERAL,LATERAL,0,0,0
2014-07-21T17:10:00Z,AV. MADERO  ,RAYON,-100.318878,25.684651,ALCANCE,ALCANCE,0,0,0
2014-07-21T17:14:00Z,AV. GARZA SADA  ,AV. LAZARO CARDENAS,-100.271478,25.613718,LATERAL,LATERAL,0,0,0
2014-07-21T17:32:00Z,AV. REVOLUCION  ,SENDERO SUR,-100.273293,25.626909,CRUCERO,CRUCERO,0,0,0
2014-07-21T17:37:00Z,INDEPENDENCIA  ,PABLO A DE LA GARZA,-100.287171,25.700213,CRUCERO,CRUCERO,0,0,0
2014-07-21T17:43:00Z,2 DE ABRIL  ,SINALOA,-100.303847,25.657605,CRUCERO,CRUCERO,0,0,0
2014-07-21T17:49:00Z,AV. GARZA SADA  ,SAN FRANCISCO,-100.265774,25.600556,ALCANCE,ALCANCE,0,0,0
2014-07-21T17:49:00Z,AV. VENUSTIANO CARRANZA  ,MATAMOROS,-100.332854,25.672799,REVERSA,REVERSA,0,0,0
2014-07-21T17:56:00Z,AV. MADERO  ,AV. CONSTITUYENTES DE NUEVO LEON,-100.262181,25.687409,ALCANCE,ALCANCE,0,0,0
2014-07-21T17:56:00Z,AV. LUIS DONALDO COLOSIO  ,ORTO,-100.386262,25.78132,LATERAL,LATERAL,0,0,0
2014-07-21T17:51:00Z,AV. REVOLUCION  ,AV. ALFONSO REYES,-100.27414,25.643293,LATERAL,LATERAL,0,0,0
2014-07-21T18:17:00Z,AV. LAZARO CARDENAS  ,SENDERO SUR,-100.294822,25.627401,ALCANCE,ALCANCE,0,0,0
2014-07-21T18:23:00Z,AV. RUIZ CORTINES  ,AV. FELIX U GOMEZ,-100.287687,25.704008,ALCANCE,ALCANCE,0,0,0
2014-07-21T18:35:00Z,AV. LAZARO CARDENAS  ,BLVD ACAPULCO,-100.285241,25.621529,CRUCERO,CRUCERO,0,0,0
2014-07-21T18:35:00Z,AV. AZTLAN  ,TLATELOLCO,-100.359596,25.746299,LATERAL,LATERAL,0,1,0
2014-07-21T18:41:00Z,AV. GARZA SADA  ,LAGO ERIE,-100.265253,25.601201,ALCANCE,ALCANCE,0,0,0
2014-07-21T18:49:00Z,CASTELAR  ,SERAFIN PEÑA,-100.327746,25.660039,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-07-21T18:55:00Z,AV. RUIZ CORTINES  ,AGAMI,-100.373486,25.732069,REVERSA,REVERSA,0,0,0
2014-07-21T19:27:00Z,AZCAPOTZALCO  ,TENAYUCA,-100.362173,25.741331,REVERSA,REVERSA,0,0,0
2014-07-21T19:27:00Z,AV. FLETEROS  ,FELIPE DE JESUS BENAVIDES,-100.357049,25.679039,LATERAL,LATERAL,0,0,0
2014-07-21T19:34:00Z,AV. MORONES PRIETO  ,CAMPECHE,-100.322928,25.663748,ALCANCE,ALCANCE,0,0,0
2014-07-21T19:39:00Z,AV. PINO SUAREZ  ,RUPERTO MARTINEZ,-100.318901,25.677625,CRUCERO,CRUCERO,0,0,0
2014-07-21T20:49:00Z,CERRO DE LA SILLA  ,RIFLEROS DE NUEVO LEON,-100.294793,25.624364,CRUCERO,CRUCERO,0,0,0
2014-07-21T22:39:00Z,AV. GONZALITOS  ,FRANCISCO L ROCHA,-100.352535,25.677241,LATERAL,LATERAL,0,0,0
2014-07-21T12:27:00Z,AV. PASEO DE LOS LEONES  ,AV. PASEO DE LAS CUMBRES,-100.410276,25.746134,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-21T18:58:00Z,BERNARDINO RIVADAVIA  ,25 DE ABRIL,-100.354766,25.756492,LATERAL,LATERAL,0,0,0
2014-07-21T22:30:00Z,AV. GARZA SADA  ,AV. CHAPULTEPEC,-100.29704,25.666575,LATERAL,LATERAL,0,0,0
2014-07-21T22:49:00Z,GUERRERO,ESPINOSA,-100.313081,25.677822,CRUCERO,CRUCERO,0,0,0
2014-07-21T00:15:00Z,AV. DE LOS ASTROS  ,LAGO VENER,-100.402563,25.771817,DIVERSO,DIVERSO/SD,0,0,0
2014-07-21T02:54:00Z,AV. FIDEL VELAZQUEZ  ,GOLFO DE MEXICO,-100.345811,25.717144,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T10:08:00Z,AV. REVOLUCION  ,AV. ALFONSO REYES,-100.274132,25.643567,LATERAL,LATERAL,0,0,0
2014-07-22T12:45:00Z,AV. ALFONSO REYES  ,PEDRO MARIA ANAYA,-100.316655,25.696438,CRUCERO,CRUCERO,0,0,0
2014-07-22T11:01:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.351233,25.705206,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T22:36:00Z,AV. LINCOLN  ,AV. RAUL RANGEL FRIAS,-100.358705,25.719921,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T12:22:00Z,AV. MANUEL L BARRAGAN,IGNACIO COMONFORT,-100.31702,25.703245,ALCANCE,ALCANCE,0,0,0
2014-07-22T11:01:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.351646,25.705121,ALCANCE,ALCANCE,0,0,0
2014-07-22T10:06:00Z,JULIO A ROCA,MARCO,-100.372109,25.770297,CAIDA DE PASAJERO,CAIDA DE PASAJERO,0,0,0
2014-07-22T23:06:00Z,AV. SAN NICOLAS,LADRON DE GUEVARA,-100.296837,25.711115,ALCANCE,ALCANCE,0,0,0
2014-07-22T08:57:00Z,ROCAS,PIZARRA,-100.3785,25.757223,LATERAL,LATERAL,0,0,0
2014-07-22T09:25:00Z,AV. PASEO DE LOS LEONES  ,AV. HACIENDA DE PEÑUELAS,-100.398794,25.732345,ALCANCE,ALCANCE,0,0,0
2014-07-22T09:47:00Z,AV. LAZARO CARDENAS  ,BRASIL,-100.302291,25.6324,ALCANCE,ALCANCE,0,0,0
2014-07-22T08:10:00Z,AV. REVOLUCION  ,AV. ALFONSO REYES,-100.274362,25.642982,ALCANCE,ALCANCE,0,0,0
2014-07-22T08:43:00Z,HILARIO MARTINEZ,ALFREDO RIOS,-100.306947,25.648002,CRUCERO,CRUCERO,0,0,0
2014-07-22T10:47:00Z,AV. GARZA SADA  ,SAN FRANCISCO,-100.265614,25.600326,ALCANCE,ALCANCE,0,0,0
2014-07-22T11:25:00Z,AV. LINCOLN  ,MARTIN PESCADOR,-100.373435,25.733917,ALCANCE,ALCANCE,0,0,0
2014-07-22T09:15:00Z,AV. GONZALITOS  ,TERRANOVA,-100.351474,25.694152,CRUCERO,CRUCERO,0,0,0
2014-07-22T10:12:00Z,AV. CONSTITUCION  ,AV. FUNDIDORA,-100.288387,25.673313,ALCANCE,ALCANCE,0,0,0
2014-07-22T12:09:00Z,AV. MADERO  ,MARTIN DE ZAVALA,-100.329437,25.68556,REVERSA,REVERSA,0,0,0
2014-07-22T08:53:00Z,AV. VENUSTIANO CARRANZA  ,CASTELAR,-100.335641,25.661428,ALCANCE,ALCANCE,0,0,0
2014-07-22T09:49:00Z,AV. CONSTITUCION  ,AV. CHURUBUSCO,-100.268115,25.682739,LATERAL,LATERAL,0,0,0
2014-07-22T12:43:00Z,GUERRERO,COLEGIO MILITAR,-100.310348,25.700298,CRUCERO,CRUCERO,0,0,0
2014-07-22T09:17:00Z,AV. REVOLUCION  ,MIGUEL DE CERVANTES,-100.283859,25.66502,LATERAL,LATERAL,0,0,0
2014-07-22T11:13:00Z,AV. BERNARDO REYES  ,AV. PENITENCIARIA,-100.330461,25.721259,LATERAL,LATERAL,0,0,0
2014-07-22T13:16:00Z,CAMINO AL DIENTE,REYNA,-100.270015,25.615901,CRUCERO,CRUCERO,0,0,0
2014-07-22T09:05:00Z,AV. ALFONSO REYES  ,FRESADOR,-100.299514,25.633556,LATERAL,LATERAL,0,0,0
2014-07-22T11:40:00Z,REFORMA,CARVAJAL Y DE LA CUEVA,-100.302611,25.683699,CRUCERO,CRUCERO,0,0,0
2014-07-22T06:16:00Z,AV. BERNARDO REYES  ,AV. COLON,-100.3226,25.687074,CRUCERO,CRUCERO,0,0,0
2014-07-22T10:19:00Z,J G LEAL,TAPIA,-100.298416,25.678037,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-07-22T13:22:00Z,AV. MADERO  ,20 DE NOVIEMBRE,-100.332211,25.685899,LATERAL,LATERAL,0,0,0
2014-07-22T11:02:00Z,AV. GONZALITOS  ,AV. PASEO DE LOS LEONES,-100.351467,25.696746,ALCANCE,ALCANCE,0,0,0
2014-07-22T11:03:00Z,AV. MADERO  ,ANTONIO I VILLARREAL,-100.277743,25.683331,CRUCERO,CRUCERO,0,0,0
2014-07-22T10:10:00Z,AV. FELIX U GOMEZ  ,RAFAEL RAMIREZ,-100.298215,25.672473,LATERAL,LATERAL,0,0,0
2014-07-22T15:38:00Z,AV. MADERO  ,HERMANOS FLORES MAGON,-100.276166,25.683636,LATERAL,LATERAL,0,0,0
2014-07-22T20:56:00Z,AV. REVOLUCION  ,CAMINO AL DIENTE,-100.27394,25.624937,CRUCERO,CRUCERO,0,0,0
2014-07-22T15:08:00Z,AV. RODRIGO GOMEZ  ,LIRIO,-100.342718,25.728899,CRUCERO,CRUCERO,0,0,0
2014-07-22T09:34:00Z,AV. GARZA SADA  ,PROL MORELOS,-100.297133,25.664839,LATERAL,LATERAL,0,0,0
2014-07-22T19:42:00Z,AV. REVOLUCION  ,AV. ALFONSO REYES,-100.273835,25.643052,ALCANCE,ALCANCE,0,0,0
2014-07-22T16:05:00Z,AV. GONZALITOS  ,AV. INSURGENTES,-100.35221,25.683774,ALCANCE,ALCANCE,0,0,0
2014-07-22T13:45:00Z,AV. CONSTITUCION  ,AV. FELIX U GOMEZ,-100.298948,25.668895,LATERAL,LATERAL,0,0,0
2014-07-22T14:40:00Z,AV. GARZA SADA  ,PORFIRIO GONZALEZ,-100.270978,25.610598,ALCANCE,ALCANCE,0,0,0
2014-07-22T17:50:00Z,AV. VENUSTIANO CARRANZA  ,16 DE SEPTIEMBRE,-100.334779,25.665046,CRUCERO,CRUCERO,0,0,0
2014-07-22T14:29:00Z,AV. NO REELECCION  ,AV. DE LOS ASTROS,-100.403681,25.770045,REVERSA,REVERSA,0,0,0
2014-07-22T15:34:00Z,AV. LUIS DONALDO COLOSIO  ,ALTAMISA,-100.401414,25.763179,CRUCERO,CRUCERO,0,0,0
2014-07-22T19:48:00Z,AV. AARON SAENZ  ,AV. ROGELIO CANTU,-100.375496,25.67427,LATERAL,LATERAL,0,0,0
2014-07-22T18:21:00Z,HILARIO MARTINEZ,AYUTLA,-100.303947,25.661313,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-07-22T20:00:00Z,AV. MORONES PRIETO  ,PUENTE ZARAGOZA,-100.311637,25.662081,ALCANCE,ALCANCE,0,0,0
2014-07-22T12:44:00Z,AV. CHAPULTEPEC  ,AGUSTIN LARA,-100.281504,25.666755,ALCANCE,ALCANCE,0,0,0
2014-07-22T19:32:00Z,AV. FIDEL VELAZQUEZ  ,ANCHA,-100.323014,25.726644,ALCANCE,ALCANCE,0,0,0
2014-07-22T18:42:00Z,AV. ALFONSO REYES  ,LUIS MORA ,-100.316848,25.692446,LATERAL,LATERAL,0,0,0
2014-07-22T18:16:00Z,AV. GONZALITOS  ,AV. MADERO,-100.351399,25.687888,ALCANCE,ALCANCE,0,0,0
2014-07-22T14:56:00Z,MAGALLANES,ESCOBEDO,-100.308947,25.687084,LATERAL,LATERAL,0,0,0
2014-07-22T17:45:00Z,ZARAGOZA,MORELOS,-100.3109,25.667074,LATERAL,LATERAL,0,0,0
2014-07-22T19:00:00Z,AV. GARZA SADA  ,CHILTEPEC,-100.275334,25.623963,LATERAL,LATERAL,0,0,0
2014-07-22T15:58:00Z,AV. GARZA SADA  ,AV. VALLE ALTO,-100.257182,25.585278,ALCANCE,ALCANCE,0,0,0
2014-07-22T14:46:00Z,AV. GARZA SADA  ,AV. LAZARO CARDENAS,-100.271276,25.614273,LATERAL,LATERAL,0,0,0
2014-07-22T15:15:00Z,AV. RODRIGO GOMEZ  ,GOLFO DE MEXICO,-100.342584,25.717152,LATERAL,LATERAL,0,0,0
2014-07-22T16:10:00Z,ARTEAGA,ARISTA,-100.305624,25.682324,DIVERSO,DIVERSO/SD,0,0,0
2014-07-22T18:49:00Z,LUIS MORA,MIGUEL BARRAGAN,-100.317334,25.692683,DIVERSO,DIVERSO/BACHE,0,0,0
2014-07-22T15:20:00Z,AV. BERNARDO REYES  ,CONSTITUYENTES DEL 57,-100.331349,25.727545,DIVERSO,DIVERSO/SD,0,0,0
2014-07-22T19:00:00Z,ARISTA,LADRON DE GUEVARA,-100.301682,25.711598,FRONTAL,FRONTAL,0,0,0
2014-07-22T18:43:00Z,AV. FELIX U GOMEZ  ,AV. CONCHELLO,-100.295665,25.691016,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T15:30:00Z,AV. MADERO  ,DOBLADO,-100.304654,25.683127,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T15:18:00Z,AV. BERNARDO REYES  ,ARROYO SANTA FE,-100.332515,25.732277,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T14:17:00Z,PABLO A DE LA GARZA,FRANCISCO BELTRAN,-100.287344,25.691605,CRUCERO,CRUCERO,0,0,0
2014-07-22T20:08:00Z,AV. GONZALITOS  ,AV. MADERO,-100.351562,25.687667,ALCANCE,ALCANCE,0,0,0
2014-07-22T17:11:00Z,AV. GONZALITOS  ,AV. ANTONIO L RODRIGUEZ,-100.35314,25.672119,ALCANCE,ALCANCE,0,0,0
2014-07-22T17:11:00Z,AV. GONZALITOS  ,AV. ANTONIO L RODRIGUEZ,-100.352836,25.672191,LATERAL,LATERAL,0,0,0
2014-07-22T18:09:00Z,AV. FIDEL VELAZQUEZ  ,AV. MANUEL L BARRAGAN,-100.316942,25.729775,ALCANCE,ALCANCE,0,1,0
2014-07-22T19:34:00Z,AV. MADERO  ,MOISES SAENZ,-100.342237,25.687256,CRUCERO,CRUCERO,0,1,0
2014-07-22T18:09:00Z,AV. FIDEL VELAZQUEZ  ,AV. MANUEL L BARRAGAN,-100.317116,25.729488,ALCANCE,ALCANCE,0,1,0
2014-07-22T15:05:00Z,AV. RODRIGO GOMEZ  ,PALACIO DE JUSTICIA,-100.342674,25.72602,CRUCERO,CRUCERO,0,2,0
2014-07-22T18:44:00Z,AV. REVOLUCION  ,ANDALUCIA,-100.272707,25.635118,CRUCERO,CRUCERO,0,2,0
2014-07-22T23:02:00Z,ZUAZUA,M.M DE LLANO,-100.308255,25.678218,CRUCERO,CRUCERO,0,0,0
2014-07-22T17:09:00Z,CAMINO REAL,OBRERO MUNDIAL,-100.3768,25.785694,LATERAL,LATERAL,0,0,0
2014-07-22T14:04:00Z,CARLOS SALAZAR,ZARAGOZA,-100.308603,25.68182,ALCANCE,ALCANCE,0,0,0
2014-07-22T15:40:00Z,AV. RUIZ CORTINES  ,AV. FELIX U GOMEZ,-100.28739,25.703925,LATERAL,LATERAL,0,0,0
2014-07-22T23:35:00Z,JOSE MARIA IGLESIAS,DARDANELOS,-100.329001,25.705119,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T00:39:00Z,AV. DIAZ ORDAZ  ,AV. SANTA BARBARA,-100.382266,25.670686,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-22T23:21:00Z,AV. LUIS DONALDO COLOSIO  ,AV. CABEZADA,-100.386708,25.778388,LATERAL,LATERAL,0,0,0
2014-07-22T21:50:00Z,TEQUILA,CEIBA,-100.370136,25.72175,FRONTAL,FRONTAL,0,0,0
2014-07-22T01:15:00Z,AV. CHAPULTEPEC  ,J M PLOWELLS,-100.282286,25.666806,DIVERSO,DIVERSO/SD,0,0,0
2014-07-22T19:44:00Z,27 DE ENERO,ORTIGUERA,-100.348997,25.730832,CRUCERO,CRUCERO,0,2,0
2014-07-22T19:29:00Z,AV. LINCOLN  ,AV. RODRIGO GOMEZ,-100.358373,25.720208,LATERAL,LATERAL,0,3,0
2014-07-23T21:51:00Z,AV. MADERO  ,ZUAZUA,-100.307415,25.683477,REVERSA,REVERSA,0,0,0
2014-07-23T05:24:00Z,AV. CONSTITUCION  ,PADRE MIER,-100.303468,25.666379,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-23T00:41:00Z,18 DE MARZO,MARIANO PAREDES,-100.337429,25.70061,ATROPELLO,ATROPELLO,0,1,0
2014-07-23T10:13:00Z,AV. GARZA SADA  ,ALEJANDRIA,-100.294948,25.6552,LATERAL,LATERAL,0,0,0
2014-07-23T08:08:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.350911,25.704969,ALCANCE,ALCANCE,0,0,0
2014-07-23T11:06:00Z,AV. RODRIGO GOMEZ  ,RIO TAMESI,-100.34236,25.711881,CRUCERO,CRUCERO,0,0,0
2014-07-23T11:08:00Z,AV. GONZALITOS  ,AV. CONSTITUCION,-100.352213,25.672776,ALCANCE,ALCANCE,0,0,0
2014-07-23T06:00:00Z,AV. GARZA SADA  ,ARROYO SECO,-100.286332,25.641976,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-23T10:03:00Z,AV. MORONES PRIETO  ,CARLOS CANSECO,-100.34802,25.671578,LATERAL,LATERAL,0,0,0
2014-07-23T05:32:00Z,AV. CONSTITUCION  ,AV. CUAUHTEMOC,-100.318994,25.665511,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-23T11:49:00Z,AV. REVOLUCION  ,AV. JOSE ALVARADO,-100.282531,25.660225,ALCANCE,ALCANCE,0,0,0
2014-07-23T11:23:00Z,AV. CONSTITUCION  ,(SOBRE AVENIDA),-100.286963,25.673536,ALCANCE,ALCANCE,0,0,0
2014-07-23T09:24:00Z,AV. CONSTITUCION  ,(SOBRE AVENIDA),-100.284039,25.674493,ALCANCE,ALCANCE,0,0,0
2014-07-23T14:00:00Z,AV. LINCOLN  ,AV. RAUL RANGEL FRIAS,-100.3581,25.719955,LATERAL,LATERAL,0,0,0
2014-07-23T11:05:00Z,AV. GONZALITOS  ,JIQUILPAN,-100.350482,25.714026,ALCANCE,ALCANCE,0,0,0
2014-07-23T09:03:00Z,AGAMI,AVESTRUZ,-100.372972,25.732173,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-07-23T13:42:00Z,AV. RUIZ CORTINES  ,CEREZO,-100.283274,25.703509,LATERAL,LATERAL,0,0,0
2014-07-23T09:05:00Z,AV. PASEO DE LOS LEONES  ,AV. RAUL RANGEL FRIAS,-100.36991,25.704839,ALCANCE,ALCANCE,0,0,0
2014-07-23T12:00:00Z,AV. GONZALITOS  ,PANAMA,-100.3517,25.691724,CRUCERO,CRUCERO,0,0,0
2014-07-23T10:05:00Z,AV. COLON  ,CANANEA,-100.289638,25.683622,CRUCERO,CRUCERO,0,0,0
2014-07-23T07:02:00Z,AV. FIDEL VELAZQUEZ  ,NO ME OLVIDES,-100.322803,25.725894,ALCANCE,ALCANCE,0,0,0
2014-07-23T10:26:00Z,FRANCISCO BELTRAN,PABLO A DE LA GARZA,-100.287457,25.691338,REVERSA,REVERSA,0,0,0
2014-07-23T11:00:00Z,AV. RAUL RANGEL FRIAS  ,AV. AZTLAN,-100.345881,25.729778,CRUCERO,CRUCERO,0,0,0
2014-07-23T07:19:00Z,LIRIOS,AHUEHUETE,-100.288922,25.654866,CRUCERO,CRUCERO,0,0,0
2014-07-23T12:42:00Z,AV. GARZA SADA  ,LAGO ERIE,-100.265143,25.600593,ALCANCE,ALCANCE,0,0,0
2014-07-23T09:37:00Z,AV. MANUEL L BARRAGAN,FTE AL GIMNASIO NUEVO LEON UNIDO,-100.31675,25.709611,LATERAL,LATERAL,0,0,0
2014-07-23T07:08:00Z,VILLAGOMEZ,MANUEL MARIA LOMBARDINI,-100.320755,25.698778,CRUCERO,CRUCERO,0,0,0
2014-07-23T12:01:00Z,REFORMA,AMADO NERVO,-100.319815,25.685618,CRUCERO,CRUCERO,0,0,0
2014-07-23T09:48:00Z,AV. MANUEL L BARRAGAN,MARIANO SALAS,-100.317143,25.706452,CRUCERO,CRUCERO,0,0,0
2014-07-23T12:04:00Z,AV. JUAREZ  ,HIDALGO,-100.315714,25.667154,ATROPELLO,ATROPELLO,0,1,0
2014-07-23T08:22:00Z,AV. ALFONSO REYES  ,RIO MAGALLANES,-100.340116,25.707835,ATROPELLO,ATROPELLO,0,1,0
2014-07-23T05:51:00Z,AV. RUIZ CORTINES  ,AMADO NERVO,-100.319867,25.704187,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-23T10:07:00Z,AV. INSURGENTES  ,SAN JEMO,-100.36524,25.67962,ALCANCE,ALCANCE,0,0,0
2014-07-23T11:47:00Z,ZARAGOZA,TAPIA,-100.308934,25.679189,LATERAL,LATERAL,0,0,0
2014-07-23T08:21:00Z,AV. CONSTITUCION  ,AV. COLON,-100.273333,25.680924,LATERAL,LATERAL,0,0,0
2014-07-23T09:24:00Z,AV. GONZALITOS  ,AV. PASEO DE LOS LEONES,-100.350975,25.696807,ALCANCE,ALCANCE,0,0,0
2014-07-23T11:17:00Z,AV. GONZALITOS  ,AV. PASEO DE LOS LEONES,-100.351361,25.696518,LATERAL,LATERAL,0,0,0
2014-07-23T09:16:00Z,AV. LAZARO CARDENAS  ,RIO NAZAS,-100.309757,25.637457,CRUCERO,CRUCERO,0,0,0
2014-07-23T10:27:00Z,AV. CONSTITUCION  ,RAFAEL RAMIREZ,-100.29243,25.671447,ALCANCE,ALCANCE,0,0,0
2014-07-23T10:10:00Z,AV. ALFONSO REYES  ,JUNCO DE LA VEGA,-100.278244,25.642589,REVERSA,REVERSA,0,0,0
2014-07-23T18:00:00Z,AV. LAZARO CARDENAS  ,BLVD ACAPULCO,-100.285506,25.621487,LATERAL,LATERAL,0,0,0
2014-07-23T14:54:00Z,ANTIGUO CAMINO A VILLA DE SANTIAGO,13 DE JUNIO,-100.281354,25.628941,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-07-23T14:11:00Z,ESCOBEDO,ALLENDE,-100.311516,25.669964,ALCANCE,ALCANCE,0,0,0
2014-07-23T14:33:00Z,ENRIQUE C LIVAS,CHILE,-100.356532,25.693767,ALCANCE,ALCANCE,0,0,0
2014-07-23T14:51:00Z,PASEO DE  CUMBRES,PASEO ORINOCO,-100.406974,25.754187,DIVERSO,DIVERSO/CABLES A BAJA ALTURA,0,0,0
2014-07-23T15:05:00Z,ARAMBERRI,PLATON SANCHEZ,-100.302907,25.674979,ALCANCE,ALCANCE,0,0,0
2014-07-23T15:00:00Z,AV. LINCOLN  ,AV. FIDEL VELAZQUEZ,-100.34969,25.715055,LATERAL,LATERAL,0,0,0
2014-07-23T15:01:00Z,AV. RUIZ CORTINES  ,CEREZO,-100.283179,25.703596,REVERSA,REVERSA,0,0,0
2014-07-23T15:36:00Z,AV. FELIX U GOMEZ  ,RAFAEL RAMIREZ,-100.298528,25.671938,ALCANCE,ALCANCE,0,0,0
2014-07-23T15:43:00Z,AV. RODRIGO GOMEZ  ,JULIO A ROCA,-100.342595,25.743516,OBJETO FIJO,OBJETO FIJO,0,0,0
2014-07-23T15:40:00Z,AV. VENUSTIANO CARRANZA  ,HIDALGO,-100.333471,25.670286,ALCANCE,ALCANCE,0,0,0
2014-07-23T17:10:00Z,AV. GONZALITOS  ,AV. RUIZ CORTINES,-100.350882,25.705874,ALCANCE,ALCANCE,0,0,0
2014-07-23T16:30:00Z,CLOUTHIER,COLINAS DEL VALLE,-100.396346,25.675667,OBJETO FIJO,OBJETO FIJO,0,1,0
2014-07-23T18:40:00Z,HIDALGO,BRAVO,-100.334823,25.67024,LATERAL,LATERAL,0,0,0
2014-07-23T16:46:00Z,AV. GONZALITOS  ,AV. MADERO,-100.351877,25.688234,LATERAL,LATERAL,0,0,0
2014-07-23T16:55:00Z,LUIS G URBINA,MARTIRES DE CHICAGO,-100.288335,25.688737,CRUCERO,CRUCERO,0,0,0
2014-07-23T17:10:00Z,AV. FIDEL VELAZQUEZ  ,CRUZ M VILLARREAL,-100.325066,25.725123,REVERSA,REVERSA,0,0,0
2014-07-23T17:04:00Z,AV. LINCOLN  ,AV. RAUL RANGEL FRIAS,-100.358548,25.720222,LATERAL,LATERAL,0,0,0
2014-07-23T17:08:00Z,AV. GONZALITOS  ,MENDRINCHAGA,-100.352163,25.676219,ALCANCE,ALCANCE,0,0,0
2014-07-23T17:34:00Z,AV. GONZALITOS  ,AV. PASEO DE LOS LEONES,-100.351106,25.697121,LATERAL,LATERAL,0,0,0
2014-07-23T17:40:00Z,AV. FELIX U GOMEZ  ,PEDRO NORIEGA,-100.296679,25.685659,LATERAL,LATERAL,0,0,0
2014-07-23T17:54:00Z,AV. LINCOLN  ,MARIA DE JESUS CANDIA,-100.368698,25.728659,REVERSA,REVERSA,0,0,0
2014-07-23T18:16:00Z,AV. FIDEL VELAZQUEZ  ,AV. PENITENCIARIA,-100.332984,25.722045,LATERAL,LATERAL,0,0,0
2014-07-23T18:38:00Z,AV. COLON  ,ROBLE,-100.33801,25.68754,LATERAL,LATERAL,0,0,0
2014-07-23T18:34:00Z,AV. PASEO DE LOS LEONES  ,PASEO DE LOS NAVEGANTES,-100.388725,25.720381,LATERAL,LATERAL,0,0,0
2014-07-23T19:00:00Z,AV. GONZALITOS  ,ZAPOTLAN,-100.351765,25.683495,ALCANCE,ALCANCE,0,0,0
2014-07-23T19:32:00Z,MATAMOROS,SERAFIN PEÑA,-100.325622,25.67163,ALCANCE,ALCANCE,0,0,0
2014-07-23T19:28:00Z,AV. FLETEROS  ,AV. SAN JERONIMO,-100.364478,25.675214,ALCANCE,ALCANCE,0,0,0
2014-07-23T19:24:00Z,AV. GARZA SADA  ,AV. MORONES PRIETO,-100.297475,25.666287,ALCANCE,ALCANCE,0,0,0
2014-07-23T19:00:00Z,AV. VENUSTIANO CARRANZA  ,16 DE SEPTIEMBRE,-100.335087,25.664955,LATERAL,LATERAL,0,0,0
2014-07-23T19:48:00Z,AV. MORONES PRIETO  ,CHIAPAS,-100.300166,25.665579,ALCANCE,ALCANCE,0,0,0
2014-07-23T20:19:00Z,PELICANO,VALLE DEL SOL,-100.370296,25.741164,REVERSA,REVERSA,0,0,0
2014-07-23T18:00:00Z,BARTOLOME MITRE,ENTRE RIOS,-100.361714,25.753064,ALCANCE,ALCANCE,0,0,0
2014-07-23T20:28:00Z,SEGURIDAD SOCIAL,RUTENIO,-100.388758,25.730562,CRUCERO,CRUCERO,0,0,0
2014-07-23T20:36:00Z,AV. LINCOLN  ,AV. RAUL RANGEL FRIAS,-100.358036,25.720514,LATERAL,LATERAL,0,0,0
2014-07-23T20:51:00Z,AV. BERNARDO REYES  ,VILLALDAMA,-100.332681,25.73617,VEHICULO ESTACIONADO,VEHICULO ESTACIONADO,0,0,0
2014-07-23T17:28:00Z,AV. CUAUHTEMOC  ,ARAMBERRI,-100.318135,25.676548,LATERAL,LATERAL,0,0,0
2014-07-23T16:45:00Z,AV. CUAUHTEMOC  ,OCAMPO,-100.319772,25.66698,ALCANCE,ALCANCE,0,0,0
2014-07-23T18:30:00Z,AV. REVOLUCION  ,CAMINO AL DIENTE,-100.273882,25.625142,ALCANCE,ALCANCE,0,0,0
